sourceAppId,Anthropod,Bacteria,Fungi,Mammal,Other,Parasite,Plant,Virus
u1008085,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
u1010160,0.0,0.0,0.09090909090909091,0.18181818181818182,0.0,0.0,0.0,0.0
u1011241,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
u1019643,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0
u1021716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333
u1041,0.0,0.19607843137254902,0.0,2.5294117647058822,0.0,0.0,0.0,0.09803921568627451
u1044971,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
u1054555,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0
u1054761,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
u1058528,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
u1059371,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
u1061268,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
u1095,0.0,0.22699386503067484,0.10429447852760736,0.38650306748466257,0.012269938650306749,0.0,0.018404907975460124,0.12269938650306748
u11178,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0
u113609,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
u11435,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.08333333333333333
u11550,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.06666666666666667
u118068,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
u12233,0.0,0.0,0.0,0.15789473684210525,0.0,0.0,0.0,0.0
u123944,0.0,0.10666666666666666,0.0,0.04,0.0,0.0,0.0,0.24
u126467,0.0,0.625,0.0,0.125,0.0,0.0,0.0,0.0625
u126989,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0
u127057,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0625
