sourceAppId,Anthropod,Bacteria,Fungi,Mammal,Other,Parasite,Plant,Virus
u1008085,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
u1010160,0.0,0.0,0.05263157894736842,0.10526315789473684,0.0,0.0,0.0,0.0
u1011241,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
u1013662,0.0,0.02,0.0,0.04,0.0,0.0,0.0,0.0
u1019643,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0
u1021716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456
u1031306,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
u1041,0.0,0.03717472118959108,0.0,0.4795539033457249,0.0,0.0,0.0,0.01858736059479554
u1044971,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
u1051646,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0
u1054555,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0
u1054761,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
u1058528,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
u1059371,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0
u1061268,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
u10830,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
u1095,0.0,0.02168815943728019,0.00996483001172333,0.03692848769050411,0.0011723329425556857,0.0,0.0017584994138335288,0.011723329425556858
u11178,0.0,0.0,0.0,0.0,0.010752688172043012,0.0,0.0,0.0
u111830,0.0,0.038461538461538464,0.0,0.0,0.11538461538461539,0.0,0.0,0.0
u113609,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0
u11435,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.05
u11550,0.0,0.0,0.0,0.022727272727272728,0.0,0.0,0.0,0.022727272727272728
u118068,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0
u118871,0.0,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.0
u12233,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0
u12303,0.0,0.16666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
u123944,0.0,0.039603960396039604,0.0,0.01485148514851485,0.0,0.0,0.0,0.0891089108910891
u126467,0.0,0.2777777777777778,0.0,0.05555555555555555,0.0,0.0,0.0,0.027777777777777776
u126989,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0
u127057,0.0,0.0425531914893617,0.0,0.0,0.0,0.0,0.0,0.02127659574468085
u12737,0.0,0.011627906976744186,0.0,0.08139534883720931,0.0,0.0,0.0,0.0
u127577,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
u127846,0.0,0.034482758620689655,0.0,0.10344827586206896,0.0,0.0,0.0,0.0
u128,0.0,0.055944055944055944,0.0,0.11888111888111888,0.0,0.0,0.0,0.04195804195804196
u1297,0.0,0.025682182985553772,0.0,0.1348314606741573,0.038523274478330656,0.0,0.0,0.019261637239165328
u131345,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.06666666666666667
