taxId,isZoonotic,maxTaxonDistance,maxDiversity,numUniqueTaxOrders
348013,False,0,0,0
11089,True,0,0,0
1679172,False,0,0,0
64293,True,0,0,1
11978,False,0,0,1
77763,True,32.0,2.8024128489104356,3
2169991,True,0,0,1
154121,False,32.0,5.70532605910282,7
40050,False,0,0,0
2748253,False,23.0,1.9882633646595178,2
80941,True,0,0,0
70566,False,0,0,0
40056,False,0,0,0
64303,True,0,0,0
1435485,False,0,0,0
33743,True,0,0,0
1159195,False,0,0,0
318836,True,0,0,0
11976,False,25.0,3.6911850098550927,4
204269,True,0,0,0
57482,True,0,0,0
120499,False,0,0,0
11272,True,25.0,1.9924726511473498,2
11277,True,33.0,7.964584338514744,13
11241,False,0,0,0
2547358,False,0,0,0
249584,False,0,0,0
28876,True,0,0,0
54315,False,25.0,2.929405252665944,3
40052,True,0,0,1
35316,False,0,0,0
11292,True,27.0,4.515269794759749,7
44158,True,0,0,0
11072,True,32.0,3.73597921515381,4
11047,False,0,0,0
11587,True,0,0,0
40051,False,0,0,1
10366,False,0,0,0
144752,False,0,0,0
59305,False,0,0,1
11020,True,0,0,0
31631,False,32.0,11.722333871174197,38
64305,False,0,0,0
118655,True,32.0,3.911479999303367,5
380438,False,0,0,0
1239566,False,26.0,2.856986792836722,3
1239574,False,23.0,4.300093559568088,6
62352,False,0,0,0
1972568,False,0,0,1
64280,False,0,0,0
37124,True,25.0,1.9924726511473498,2
138949,True,0,0,0
44026,False,0,0,0
80939,True,0,0,0
1176484,False,10.0,1.8060742536596093,2
59300,True,25.0,6.16463394075147,9
64292,False,0,0,0
12730,True,25.0,4.028338936186403,5
64281,False,0,0,0
40054,False,0,0,0
2547357,False,0,0,0
1980456,True,0,0,0
11263,True,0,0,0
64294,False,0,0,0
904698,False,0,0,0
2748252,False,0,0,1
154122,False,0,0,0
38143,False,0,0,1
11318,True,0,0,1
11303,False,0,0,1
35307,True,0,0,0
47000,False,0,0,0
138948,True,0,0,0
172314,True,0,0,1
44024,True,0,0,0
904679,False,0,0,0
11033,True,0,0,1
64295,True,30.0,1.9975271811229272,2
11084,True,26.0,1.9939735846247937,2
352236,False,30.0,2.9076100252190127,3
75888,False,0,0,0
2593991,False,0,0,1
64298,False,0,0,0
380434,False,16.0,1.945246187468579,2
11036,True,27.0,3.6911460572044072,4
64289,False,0,0,0
64320,True,30.0,3.7701555139453724,4
351073,False,30.0,5.598979671764571,7
12637,True,20.0,3.8570678828009637,5
1428581,False,0,0,0
11280,True,0,0,1
206160,True,0,0,0
2748254,False,0,0,0
12104,True,33.0,5.2131821161291905,6
28344,False,32.0,6.52453174667904,9
50713,False,19.0,1.9715864448689897,2
2905917,True,0,0,0
2560580,False,33.0,13.02561482330481,36
64282,False,0,0,0
356862,False,0,0,0
11080,True,0,0,1
909207,False,0,0,1
11099,False,0,0,0
11274,False,27.0,5.771827350223267,9
64312,False,0,0,0
11079,True,0,0,0
2560525,True,0,0,0
64299,False,0,0,0
40062,False,2.0,1.219512195121951,2
64301,False,0,0,0
1239577,False,20.0,3.337442940229126,5
1712572,False,0,0,0
106966,False,32.0,6.650855438427216,12
161675,False,0,0,0
162013,True,0,0,0
59302,True,0,0,0
106333,False,0,0,1
59563,True,0,0,0
204711,False,27.0,4.278753334830473,5
40057,True,0,0,0
590647,False,0,0,1
11096,False,0,0,0
1272953,False,0,0,0
358764,False,0,0,1
2905673,True,20.0,2.7538238942947455,3
40058,True,0,0,0
162145,True,13.0,2.7197693714348086,4
31612,False,0,0,1
64286,True,0,0,0
164416,True,0,0,0
12092,True,32.0,6.239557766608035,10
1453410,False,0,0,0
64302,False,0,0,0
40067,False,0,0,1
1623310,False,0,0,1
118140,False,33.0,8.409784915398099,12
40059,True,0,0,0
11021,True,0,0,0
1803956,False,12.0,2.421726391577581,3
44025,True,0,0,1
11520,True,22.0,3.990735724803816,5
1313215,False,0,0,0
64283,False,0,0,0
64309,False,0,0,0
54290,True,21.0,4.269560706917232,5
291484,True,24.0,5.211868292287677,8
380440,False,0,0,0
11048,False,28.0,4.414501948368662,5
11041,False,0,0,0
11569,True,32.0,3.5577228605480498,5
2886894,False,0,0,0
307164,False,0,0,0
237020,False,0,0,1
686984,False,21.0,3.1662325239770963,4
1868658,False,0,0,0
145856,True,24.0,7.33032779567271,14
1980493,False,0,0,1
201490,False,0,0,0
290008,True,0,0,0
59301,True,25.0,2.853409238126722,3
152219,True,0,0,0
629735,False,0,0,0
11137,True,21.0,2.619441348463612,3
28875,True,23.0,6.8846064798284745,13
38837,True,0,0,0
12542,True,0,0,0
64285,True,0,0,0
147712,False,25.0,2.2103362934160455,3
11034,True,32.0,3.824006039027485,4
1678230,True,0,0,0
292278,True,0,0,0
147711,False,32.0,4.737155739305317,8
688436,False,0,0,0
380433,False,0,0,0
92129,False,0,0,1
186540,False,0,0,1
64300,True,0,0,0
46839,True,28.0,3.343024272646033,4
1239567,False,32.0,8.640258266926345,16
