sourceNodeId,sourceAppId,targetNodeId,targetAppId,relationshipType,percentIdentity,weight
7687472,u128,7747211,u25264,HAS_SOTU_CLUSTER,0.841,0.841
7687950,u258,7714985,u8555,HAS_SOTU_CLUSTER,0.874,0.874
7687950,u258,7725156,u16775,HAS_SOTU_CLUSTER,0.874,0.874
7687950,u258,7712331,u7471,HAS_SOTU_CLUSTER,0.893,0.893
7687950,u258,7769353,u38985,HAS_SOTU_CLUSTER,0.864,0.864
7687950,u258,7707665,u5402,HAS_SOTU_CLUSTER,0.864,0.864
7687950,u258,7714087,u8107,HAS_SOTU_CLUSTER,0.8160000000000001,0.8160000000000001
7687950,u258,7710320,u7106,HAS_SOTU_CLUSTER,0.806,0.806
7687950,u258,7752190,u28728,HAS_SOTU_CLUSTER,0.845,0.845
7687950,u258,7749040,u26157,HAS_SOTU_CLUSTER,0.864,0.864
7687950,u258,7723616,u15539,HAS_SOTU_CLUSTER,0.854,0.854
7687950,u258,7971675,u157886,HAS_SOTU_CLUSTER,0.874,0.874
7687950,u258,7743870,u24052,HAS_SOTU_CLUSTER,0.845,0.845
7687950,u258,8096621,u240559,HAS_SOTU_CLUSTER,0.883,0.883
7687950,u258,7752713,u29504,HAS_SOTU_CLUSTER,0.893,0.893
7687950,u258,7708381,u5785,HAS_SOTU_CLUSTER,0.835,0.835
7688419,u405,7884082,u100613,HAS_SOTU_CLUSTER,0.927,0.927
7692194,u548,7729255,u18450,HAS_SOTU_CLUSTER,0.89,0.89
7692194,u548,7713660,u7985,HAS_SOTU_CLUSTER,0.839,0.839
7692194,u548,7735668,u20168,HAS_SOTU_CLUSTER,0.8049999999999999,0.8049999999999999
7692207,u550,7727471,u17571,HAS_SOTU_CLUSTER,0.825,0.825
7692712,u602,7727324,u17536,HAS_SOTU_CLUSTER,0.859,0.859
7692712,u602,7738587,u21458,HAS_SOTU_CLUSTER,0.881,0.881
7692712,u602,7717512,u10326,HAS_SOTU_CLUSTER,0.8,0.8
7692712,u602,7750141,u26997,HAS_SOTU_CLUSTER,0.815,0.815
7692712,u602,7750244,u27025,HAS_SOTU_CLUSTER,0.83,0.83
7693113,u741,7770258,u39248,HAS_SOTU_CLUSTER,0.884,0.884
7693288,u754,8019964,u190559,HAS_SOTU_CLUSTER,0.8049999999999999,0.8049999999999999
7693288,u754,7708750,u6111,HAS_SOTU_CLUSTER,0.8140000000000001,0.8140000000000001
7693288,u754,7706154,u4405,HAS_SOTU_CLUSTER,0.898,0.898
7693578,u824,7728178,u17925,HAS_SOTU_CLUSTER,0.912,0.912
7693712,u943,7704599,u3620,HAS_SOTU_CLUSTER,0.852,0.852
7695337,u994,7697617,u1680,HAS_SOTU_CLUSTER,0.8109999999999999,0.8109999999999999
7695337,u994,7722352,u14169,HAS_SOTU_CLUSTER,0.8029999999999999,0.8029999999999999
7695337,u994,7717426,u10240,HAS_SOTU_CLUSTER,0.8029999999999999,0.8029999999999999
7695498,u1041,7692222,u556,HAS_SOTU_CLUSTER,0.819,0.819
7696641,u1297,7829845,u68661,HAS_SOTU_CLUSTER,0.8180000000000001,0.8180000000000001
7696641,u1297,7937982,u135513,HAS_SOTU_CLUSTER,0.808,0.808
7696641,u1297,7704276,u3554,HAS_SOTU_CLUSTER,0.8180000000000001,0.8180000000000001
7696641,u1297,8092858,u237863,HAS_SOTU_CLUSTER,0.879,0.879
7696641,u1297,7743512,u23842,HAS_SOTU_CLUSTER,0.8180000000000001,0.8180000000000001
7696641,u1297,7747083,u25198,HAS_SOTU_CLUSTER,0.8280000000000001,0.8280000000000001
7696738,u1300,7707513,u5265,HAS_SOTU_CLUSTER,0.833,0.833
7696738,u1300,7743936,u24089,HAS_SOTU_CLUSTER,0.827,0.827
7696738,u1300,7735720,u20256,HAS_SOTU_CLUSTER,0.8,0.8
7696738,u1300,7743132,u23546,HAS_SOTU_CLUSTER,0.867,0.867
7696738,u1300,7723911,u16030,HAS_SOTU_CLUSTER,0.8069999999999999,0.8069999999999999
7696998,u1513,8096988,u240772,HAS_SOTU_CLUSTER,0.915,0.915
7697498,u1620,7989214,u171175,HAS_SOTU_CLUSTER,0.829,0.829
7697498,u1620,7706372,u4485,HAS_SOTU_CLUSTER,0.857,0.857
7697498,u1620,7702134,u2598,HAS_SOTU_CLUSTER,0.864,0.864
7697498,u1620,7727223,u17512,HAS_SOTU_CLUSTER,0.8,0.8
7697498,u1620,7709244,u6549,HAS_SOTU_CLUSTER,0.8140000000000001,0.8140000000000001
7697506,u1631,7727220,u17511,HAS_SOTU_CLUSTER,0.8180000000000001,0.8180000000000001
7697506,u1631,7709026,u6299,HAS_SOTU_CLUSTER,0.825,0.825
7697506,u1631,7713463,u7872,HAS_SOTU_CLUSTER,0.825,0.825
7697506,u1631,7725531,u17000,HAS_SOTU_CLUSTER,0.869,0.869
7697506,u1631,7714308,u8177,HAS_SOTU_CLUSTER,0.8180000000000001,0.8180000000000001
7697506,u1631,7692207,u550,HAS_SOTU_CLUSTER,0.854,0.854
7697617,u1680,8147101,u276919,HAS_SOTU_CLUSTER,0.8280000000000001,0.8280000000000001
7698370,u1958,7771720,u39811,HAS_SOTU_CLUSTER,0.893,0.893
7698675,u1971,7743561,u23936,HAS_SOTU_CLUSTER,0.881,0.881
7700742,u2083,7731808,u19525,HAS_SOTU_CLUSTER,0.892,0.892
7700742,u2083,7965619,u152971,HAS_SOTU_CLUSTER,0.8140000000000001,0.8140000000000001
7700742,u2083,7846963,u78566,HAS_SOTU_CLUSTER,0.843,0.843
7700742,u2083,7723917,u16037,HAS_SOTU_CLUSTER,0.882,0.882
7701605,u2371,7736658,u20903,HAS_SOTU_CLUSTER,0.8220000000000001,0.8220000000000001
7701605,u2371,7714465,u8263,HAS_SOTU_CLUSTER,0.8049999999999999,0.8049999999999999
7701610,u2384,7709244,u6549,HAS_SOTU_CLUSTER,0.8069999999999999,0.8069999999999999
7701610,u2384,7706372,u4485,HAS_SOTU_CLUSTER,0.829,0.829
7701773,u2449,7706759,u4687,HAS_SOTU_CLUSTER,0.857,0.857
7701773,u2449,8010820,u184766,HAS_SOTU_CLUSTER,0.832,0.832
7701773,u2449,7751632,u28250,HAS_SOTU_CLUSTER,0.857,0.857
7701773,u2449,7844111,u77145,HAS_SOTU_CLUSTER,0.832,0.832
7701773,u2449,7718812,u11178,HAS_SOTU_CLUSTER,0.84,0.84
7702072,u2539,7735986,u20499,HAS_SOTU_CLUSTER,0.831,0.831
7702072,u2539,7743413,u23767,HAS_SOTU_CLUSTER,0.86,0.86
7702072,u2539,7709190,u6482,HAS_SOTU_CLUSTER,0.8009999999999999,0.8009999999999999
7702072,u2539,7726924,u17447,HAS_SOTU_CLUSTER,0.8089999999999999,0.8089999999999999
7702072,u2539,7716330,u9325,HAS_SOTU_CLUSTER,0.846,0.846
7702085,u2562,8155891,u283816,HAS_SOTU_CLUSTER,0.8140000000000001,0.8140000000000001
7702134,u2598,7706372,u4485,HAS_SOTU_CLUSTER,0.864,0.864
7702134,u2598,7709244,u6549,HAS_SOTU_CLUSTER,0.8069999999999999,0.8069999999999999
7702134,u2598,7989214,u171175,HAS_SOTU_CLUSTER,0.914,0.914
7702441,u2716,7714465,u8263,HAS_SOTU_CLUSTER,0.89,0.89
7702441,u2716,7735235,u19953,HAS_SOTU_CLUSTER,0.915,0.915
7702441,u2716,7737064,u21049,HAS_SOTU_CLUSTER,0.873,0.873
7702441,u2716,7736658,u20903,HAS_SOTU_CLUSTER,0.873,0.873
7702489,u2740,7713979,u8055,HAS_SOTU_CLUSTER,0.832,0.832
7702489,u2740,7706517,u4497,HAS_SOTU_CLUSTER,0.842,0.842
7702489,u2740,7709237,u6529,HAS_SOTU_CLUSTER,0.842,0.842
7702882,u2793,7711410,u7290,HAS_SOTU_CLUSTER,0.9,0.9
7702882,u2793,7731746,u19453,HAS_SOTU_CLUSTER,0.877,0.877
7702882,u2793,7742712,u23246,HAS_SOTU_CLUSTER,0.808,0.808
7702882,u2793,7747790,u25569,HAS_SOTU_CLUSTER,0.815,0.815
7702942,u2833,7985482,u168252,HAS_SOTU_CLUSTER,0.8049999999999999,0.8049999999999999
7702942,u2833,7870399,u92148,HAS_SOTU_CLUSTER,0.8029999999999999,0.8029999999999999
7702942,u2833,7756367,u32717,HAS_SOTU_CLUSTER,0.8049999999999999,0.8049999999999999
7702942,u2833,7736886,u20961,HAS_SOTU_CLUSTER,0.88,0.88
7702942,u2833,8167443,u291421,HAS_SOTU_CLUSTER,0.8240000000000001,0.8240000000000001
7702942,u2833,8123504,u258874,HAS_SOTU_CLUSTER,0.821,0.821
7702942,u2833,7735334,u20012,HAS_SOTU_CLUSTER,0.8140000000000001,0.8140000000000001
7702942,u2833,7738838,u21484,HAS_SOTU_CLUSTER,0.855,0.855
7702942,u2833,7743856,u24050,HAS_SOTU_CLUSTER,0.838,0.838
7702942,u2833,7715934,u9003,HAS_SOTU_CLUSTER,0.906,0.906
7702942,u2833,7716169,u9222,HAS_SOTU_CLUSTER,0.8029999999999999,0.8029999999999999
7702942,u2833,7722580,u14557,HAS_SOTU_CLUSTER,0.846,0.846
7702942,u2833,7704181,u3492,HAS_SOTU_CLUSTER,0.838,0.838
7702942,u2833,7723887,u15955,HAS_SOTU_CLUSTER,0.8029999999999999,0.8029999999999999
7702942,u2833,7708597,u5828,HAS_SOTU_CLUSTER,0.855,0.855
7702942,u2833,7715427,u8719,HAS_SOTU_CLUSTER,0.855,0.855
7702942,u2833,8063659,u217152,HAS_SOTU_CLUSTER,0.812,0.812
7702942,u2833,7736512,u20785,HAS_SOTU_CLUSTER,0.88,0.88
7702942,u2833,7737089,u21067,HAS_SOTU_CLUSTER,0.863,0.863
7702942,u2833,7720345,u12107,HAS_SOTU_CLUSTER,0.838,0.838
7702942,u2833,7749355,u26501,HAS_SOTU_CLUSTER,0.838,0.838
7702942,u2833,7740394,u22148,HAS_SOTU_CLUSTER,0.8029999999999999,0.8029999999999999
7703781,u3243,7712565,u7502,HAS_SOTU_CLUSTER,0.863,0.863
7703781,u3243,7705405,u4129,HAS_SOTU_CLUSTER,0.902,0.902
7703781,u3243,7741033,u22358,HAS_SOTU_CLUSTER,0.873,0.873
7703781,u3243,7739023,u21537,HAS_SOTU_CLUSTER,0.833,0.833
7703781,u3243,7782020,u45689,HAS_SOTU_CLUSTER,0.833,0.833
7703781,u3243,7747987,u25671,HAS_SOTU_CLUSTER,0.882,0.882
7703781,u3243,7701577,u2292,HAS_SOTU_CLUSTER,0.902,0.902
7703781,u3243,7711527,u7326,HAS_SOTU_CLUSTER,0.863,0.863
7703823,u3250,7766454,u37877,HAS_SOTU_CLUSTER,0.871,0.871
7703823,u3250,7752992,u29610,HAS_SOTU_CLUSTER,0.891,0.891
7703823,u3250,8141939,u272509,HAS_SOTU_CLUSTER,0.901,0.901
7703823,u3250,7705711,u4168,HAS_SOTU_CLUSTER,0.861,0.861
7703875,u3278,7697040,u1536,HAS_SOTU_CLUSTER,0.874,0.874
7703875,u3278,7720348,u12115,HAS_SOTU_CLUSTER,0.8109999999999999,0.8109999999999999
7703875,u3278,8085132,u232017,HAS_SOTU_CLUSTER,0.802,0.802
7703875,u3278,7744093,u24215,HAS_SOTU_CLUSTER,0.892,0.892
