sourceAppId,Anthropod,Bacteria,Fungi,Mammal,Other,Parasite,Plant,Virus
u1008085,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
u1010160,0.0,0.05263157894736842,0.05263157894736842,0.10526315789473684,0.0,0.0,0.0,0.0
u1011241,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
u1013662,0.0,0.14,0.0,0.06,0.0,0.0,0.0,0.04
u1019643,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693
u1021716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456
u1031306,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
u1041,0.0,0.048327137546468404,0.0,0.49070631970260226,0.0,0.0,0.0,0.04460966542750929
u1044971,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
u1051646,0.0,0.6923076923076923,0.0,0.0,0.0,0.0,0.0,0.07692307692307693
u1052321,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0
u1053892,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0
u1054555,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0
u1054557,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
u1054761,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
u1058528,0.8333333333333334,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
u1059371,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0
u1061268,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
u106572,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
u1073168,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
u1075117,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
u10830,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
u1095,0.0,0.04630715123094959,0.00996483001172333,0.04572098475967175,0.0017584994138335286,0.0,0.0017584994138335288,0.015240328253223915
u11178,0.0,0.010752688172043012,0.0,0.010752688172043012,0.043010752688172046,0.0,0.0,0.043010752688172046
u111830,0.038461538461538464,0.11538461538461539,0.0,0.0,0.11538461538461539,0.0,0.0,0.0
u113609,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0
u11435,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.1
u11550,0.0,0.20454545454545453,0.0,0.022727272727272728,0.022727272727272728,0.0,0.0,0.045454545454545456
u118068,0.0,0.6000000000000001,0.0,0.2,0.0,0.0,0.0,0.0
u118871,0.0,0.028985507246376812,0.0,0.0,0.0,0.0,0.043478260869565216,0.0
u12233,0.0,0.023809523809523808,0.0,0.07142857142857142,0.0,0.0,0.0,0.0
u12303,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
u123944,0.0,0.1782178217821782,0.0,0.0297029702970297,0.0049504950495049506,0.0,0.0,0.12871287128712872
u124810,0.0,1.0909090909090908,0.0,0.0,0.0,0.0,0.0,0.0
u126467,0.0,0.6111111111111112,0.0,0.06944444444444445,0.0,0.0,0.0,0.027777777777777776
u126989,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0
u127057,0.0,0.06382978723404255,0.0,0.0,0.0,0.0,0.0,0.0425531914893617
u12737,0.0,0.12790697674418605,0.0,0.10465116279069768,0.0,0.0,0.0,0.03488372093023256
u12743,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
u127577,0.0,0.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
u127846,0.0,0.13793103448275862,0.0,0.10344827586206896,0.0,0.0,0.0,0.0
u127849,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0
u128,0.0,0.07692307692307693,0.0,0.1258741258741259,0.013986013986013986,0.0,0.0,0.08391608391608392
u1297,0.0,0.08346709470304976,0.0,0.15248796147672553,0.04333868378812199,0.0,0.0,0.030497592295345103
u13023,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0
u131345,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.06666666666666667
u131402,0.0,0.06329113924050633,0.0,0.0,0.06329113924050633,0.0,0.0,0.379746835443038
u133030,0.0,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0
u133261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08695652173913043
u134036,0.0,0.02702702702702703,0.0,0.0,0.02702702702702703,0.0,0.08108108108108109,0.05405405405405406
u134524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666
u13498,0.0,0.20833333333333331,0.0,0.0,0.0,0.0,0.0,0.041666666666666664
u135661,0.0,0.24489795918367346,0.0,0.0,0.0,0.0,0.0,0.061224489795918366
u13577,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0
u140522,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.4722222222222222
u142278,0.0,0.5,0.0,0.25,0.0,0.0,0.0,0.0
u145364,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0
u14724,0.14285714285714285,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.0,0.0
u148722,0.0,0.012658227848101266,0.0,0.24050632911392406,0.0,0.0,0.0,0.012658227848101266
u149303,0.001440230436869899,0.016802688430148822,0.0009601536245799327,0.012962073931829094,0.0009601536245799327,0.00048007681228996637,0.0014402304368698992,0.001440230436869899
u1513,0.0,0.17391304347826086,0.0,0.10144927536231883,0.007246376811594203,0.0,0.007246376811594203,0.036231884057971016
u151385,0.028089887640449437,0.0,0.0,0.06741573033707865,0.0,0.0,0.0,0.0056179775280898875
u15152,0.0,0.0,0.0,0.028985507246376812,0.0,0.0,0.0,0.0
u15161,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0
u15499,0.0,0.0,0.0,0.0,0.0,0.0,0.30303030303030304,0.030303030303030304
u155578,0.0,0.9090909090909091,0.0,0.0,0.0,0.0,0.0,0.0
u15992,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0
u16025,0.0,0.3076923076923077,0.0,0.07692307692307693,0.0,0.0,0.0,0.0
u1631,0.025806451612903226,0.03225806451612903,0.0064516129032258064,0.1032258064516129,0.0,0.0,0.0064516129032258064,0.0
u163316,0.0,0.875,0.0,0.0,0.0,0.0,0.0,0.125
u164307,0.0,0.05194805194805195,0.0,0.025974025974025976,0.006493506493506494,0.0,0.025974025974025976,0.032467532467532464
u16477,0.0,0.6052631578947368,0.0,0.15789473684210525,0.10526315789473684,0.0,0.0,0.13157894736842105
u16483,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0
u166714,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.03571428571428571,0.21428571428571427
u16688,0.0,0.13461538461538464,0.0,0.019230769230769232,0.0,0.0,0.0,0.07692307692307693
u16704,0.0,0.020797227036395145,0.0,0.11438474870017332,0.05025996533795494,0.0,0.006932409012131715,0.04852686308492201
u16775,0.0013513513513513514,0.005405405405405406,0.0,0.002702702702702703,0.0,0.0,0.004054054054054054,0.002702702702702703
u16791,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0
u1680,0.0005614823133071309,0.0050533408197641775,0.0,0.1454239191465469,0.0005614823133071309,0.0,0.004491858506457047,0.010106681639528355
u17071,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.08333333333333333
u17107,0.0,0.06666666666666667,0.0,0.0,0.06666666666666667,0.0,0.0,0.06666666666666667
u17125,0.001937984496124031,0.4108527131782946,0.0,0.09496124031007752,0.01937984496124031,0.0,0.005813953488372093,0.06201550387596899
u17442,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
u174487,0.0,0.0,0.0,0.010752688172043012,0.0,0.0,0.0,0.0
u17460,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0
u17481,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0
u17557,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0
u175903,0.0,0.125,0.0,0.125,0.0,0.0,0.0,0.125
u176060,0.0,0.275,0.0,0.025,0.0,0.0,0.0,0.025
u177462,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
u17854,0.004132231404958678,0.1487603305785124,0.0,0.06611570247933884,0.0,0.0,0.0,0.024793388429752067
u179620,0.0,0.004282655246252677,0.0,0.0,0.0,0.0,0.25910064239828695,0.0
u17974,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0
u1801,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0
u181218,0.0,0.05,0.0,0.0,0.1,0.0,0.0,0.5
u181959,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
u18285,0.0,0.2631578947368421,0.0,0.05263157894736842,0.0,0.0,0.0,0.15789473684210525
u1831,0.0032102728731942215,0.16693418940609953,0.01765650080256822,0.020866773675762437,0.008025682182985553,0.0,0.0,0.011235955056179775
u183355,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0
u184358,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
u18450,0.0029887482419127987,0.020921237693389595,0.00509845288326301,0.3103023909985935,0.010548523206751054,0.00035161744022503517,0.02619549929676512,0.011779184247538679
u18463,0.0,0.0,0.0,0.030534351145038167,0.0,0.0,0.0,0.0
u184946,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.041666666666666664
